Row Created Date Time,Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Recipient Count By County,Count Of  Recipients By Rate Code Group And County,Units Total,Paid Claim Total
2018-04-27T10:06:00.000,2016,1,Western NY,Genesee,CHILD,"Targeted Case Management (ICM, BCM, SCM)",173,11,35,12416
2018-04-27T10:06:00.000,2016,1,Western NY,Livingston,ADULT,Clinic Treatment,576,551,3023,277288
2018-04-27T10:06:00.000,2016,1,Western NY,Livingston,ADULT,Health Home,576,26,56,25088
2018-04-27T10:06:00.000,2016,1,Western NY,Livingston,ADULT,"Targeted Case Management (ICM, BCM, SCM)",576,2,8,2837
2018-04-27T10:06:00.000,2016,1,Western NY,Livingston,CHILD,Clinic Treatment,245,229,1536,169681
2018-04-27T10:06:00.000,2016,1,Western NY,Livingston,CHILD,"Targeted Case Management (ICM, BCM, SCM)",245,23,130,46126
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Assertive Community Treatment,10855,137,848,1173561
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Clinic Treatment,10855,8798,67291,5168105
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Community Residence,10855,374,3441,9045672
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Comprehensive Psychiatric Emergency Program,10855,800,1247,938517
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Health Home,10855,1104,7942,3526337
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Partial Hospitalization,10855,224,1497,153907
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Personalized Recovery Oriented Services,10855,1149,8939,3539987
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Psychiatric Inpatient,10855,668,6430,5001047
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,Psychiatric Inpatient OMH,10855,27,7693,9470936
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,ADULT,"Targeted Case Management (ICM, BCM, SCM)",10855,19,107,51061
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,Clinic Treatment,2862,2091,17619,2138698
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,Community Residence,2862,30,177,537680
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,Comprehensive Psychiatric Emergency Program,2862,155,232,215788
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,Day Treatment,2862,231,27838,2533350
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,Home and Community Based Services Waiver (HCBS),2862,238,20640,3684412
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,Partial Hospitalization,2862,143,2094,304591
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,Psychiatric Inpatient,2862,79,1186,1023825
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,Residential Treatment Facility,2862,128,22038,11469546
2018-04-27T10:06:00.000,2016,1,Western NY,Monroe,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2862,299,1789,855917
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,ADULT,Clinic Treatment,3260,2534,19322,1757219
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,ADULT,Community Residence,3260,96,878,1668358
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,ADULT,Continuing Day Treatment,3260,59,3684,163902
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,ADULT,Health Home,3260,621,3881,1232106
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,ADULT,Personalized Recovery Oriented Services,3260,254,2443,968790
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,ADULT,Psychiatric Inpatient,3260,454,2217,1536546
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,ADULT,"Targeted Case Management (ICM, BCM, SCM)",3260,8,32,17751
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,CHILD,Clinic Treatment,1303,1188,12804,1540361
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,CHILD,Community Residence,1303,17,71,666130
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,CHILD,Health Home,1303,8,31,9403
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,CHILD,Psychiatric Inpatient,1303,42,629,344551
2018-04-27T10:06:00.000,2016,1,Western NY,Niagara,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1303,129,769,379682
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,ADULT,Assertive Community Treatment,1320,94,376,506814
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,ADULT,Clinic Treatment,1320,833,6992,575221
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,ADULT,Community Residence,1320,83,514,1751385
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,ADULT,Comprehensive Psychiatric Emergency Program,1320,244,388,111986
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,ADULT,Health Home,1320,224,1360,434330
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,ADULT,Psychiatric Inpatient,1320,105,384,308500
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1320,1,1,591
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,CHILD,Clinic Treatment,157,91,639,80421
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,CHILD,Community Residence,157,22,109,929887
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,CHILD,Comprehensive Psychiatric Emergency Program,157,25,36,19731
2018-04-27T10:06:00.000,2016,1,Western NY,Ontario,CHILD,"Targeted Case Management (ICM, BCM, SCM)",157,38,195,88606
2018-04-27T10:06:00.000,2016,1,Western NY,Orleans,ADULT,Clinic Treatment,325,292,1722,212710
2018-04-27T10:06:00.000,2016,1,Western NY,Orleans,ADULT,Community Residence,325,14,164,446009
2018-04-27T10:06:00.000,2016,1,Western NY,Orleans,ADULT,Health Home,325,36,234,96701
2018-04-27T10:06:00.000,2016,1,Western NY,Orleans,ADULT,"Targeted Case Management (ICM, BCM, SCM)",325,2,8,2840
2018-04-27T10:06:00.000,2016,1,Western NY,Orleans,CHILD,Clinic Treatment,126,97,505,61134
2018-04-27T10:06:00.000,2016,1,Western NY,Orleans,CHILD,"Targeted Case Management (ICM, BCM, SCM)",126,36,232,82308
2018-04-27T10:06:00.000,2016,1,Western NY,Schuyler,ADULT,Assertive Community Treatment,267,46,267,398354
2018-04-27T10:06:00.000,2016,1,Western NY,Schuyler,ADULT,Clinic Treatment,267,222,1705,191210
2018-04-27T10:06:00.000,2016,1,Western NY,Schuyler,ADULT,Health Home,267,4,38,13262
2018-04-27T10:06:00.000,2016,1,Western NY,Schuyler,CHILD,Clinic Treatment,112,96,747,106469
2018-04-27T10:06:00.000,2016,1,Western NY,Schuyler,CHILD,Health Home,112,1,1,349
2018-04-27T10:06:00.000,2016,1,Western NY,Schuyler,CHILD,"Targeted Case Management (ICM, BCM, SCM)",112,28,224,102457
2018-04-27T10:06:00.000,2016,1,Western NY,Seneca,ADULT,Clinic Treatment,494,468,4605,593785
2018-04-27T10:06:00.000,2016,1,Western NY,Seneca,ADULT,Community Residence,494,51,372,1396215
2018-04-27T10:06:00.000,2016,1,Western NY,Seneca,CHILD,Clinic Treatment,118,110,919,132674
2018-04-27T10:06:00.000,2016,1,Western NY,Seneca,CHILD,Community Residence,118,4,31,10748
2018-04-27T10:06:00.000,2016,1,Western NY,Seneca,CHILD,"Targeted Case Management (ICM, BCM, SCM)",118,6,33,11713
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,ADULT,Clinic Treatment,863,733,5649,680463
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,ADULT,Community Residence,863,97,670,1451912
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,ADULT,Health Home,863,60,251,111815
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,ADULT,Personalized Recovery Oriented Services,863,87,1156,382447
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,ADULT,"Targeted Case Management (ICM, BCM, SCM)",863,4,27,12894
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,CHILD,Clinic Treatment,539,344,3381,494588
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,CHILD,Community Residence,539,18,86,800591
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,CHILD,Health Home,539,2,3,1336
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,CHILD,Home and Community Based Services Waiver (HCBS),539,162,8316,2742498
2018-04-27T10:06:00.000,2016,1,Western NY,Steuben,CHILD,"Targeted Case Management (ICM, BCM, SCM)",539,79,422,180757
2018-04-27T10:06:00.000,2016,1,Western NY,Tioga,ADULT,Clinic Treatment,251,243,3060,398443
2018-04-27T10:06:00.000,2016,1,Western NY,Tioga,ADULT,Community Residence,251,12,107,312641
2018-04-27T10:06:00.000,2016,1,Western NY,Tioga,ADULT,Health Home,251,26,187,81657
2018-04-27T10:06:00.000,2016,1,Western NY,Tioga,CHILD,Clinic Treatment,95,95,941,141457
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,ADULT,Clinic Treatment,1078,943,9034,950918
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,ADULT,Community Residence,1078,74,461,1204923
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,ADULT,Continuing Day Treatment,1078,43,830,24130
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,ADULT,Health Home,1078,109,803,345418
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,ADULT,Personalized Recovery Oriented Services,1078,37,175,54580
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,ADULT,Psychiatric Inpatient,1078,121,597,624457
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,CHILD,Clinic Treatment,305,206,1860,200211
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,CHILD,Community Residence,305,6,18,8445
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,CHILD,Day Treatment,305,80,9922,889712
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,CHILD,Psychiatric Inpatient,305,18,170,155772
2018-04-27T10:06:00.000,2016,1,Western NY,Tompkins,CHILD,"Targeted Case Management (ICM, BCM, SCM)",305,6,22,13018
2018-04-27T10:06:00.000,2016,1,Western NY,Wayne,ADULT,Clinic Treatment,863,786,6405,639835
2018-04-27T10:06:00.000,2016,1,Western NY,Wayne,ADULT,Community Residence,863,17,139,367884
2018-04-27T10:06:00.000,2016,1,Western NY,Wayne,ADULT,Health Home,863,11,93,43158
2018-04-27T10:06:00.000,2016,1,Western NY,Wayne,ADULT,Psychiatric Inpatient,863,76,783,591474
2018-04-27T10:06:00.000,2016,1,Western NY,Wayne,ADULT,"Targeted Case Management (ICM, BCM, SCM)",863,2,8,4736
2018-04-27T10:06:00.000,2016,1,Western NY,Wayne,CHILD,Clinic Treatment,353,331,3186,425518
2018-04-27T10:06:00.000,2016,1,Western NY,Wayne,CHILD,Community Residence,353,17,96,920446
2018-04-27T10:06:00.000,2016,1,Western NY,Wayne,CHILD,"Targeted Case Management (ICM, BCM, SCM)",353,28,168,92280
2018-04-27T10:06:00.000,2016,1,Western NY,Wyoming,ADULT,Clinic Treatment,511,416,4339,362875
2018-04-27T10:06:00.000,2016,1,Western NY,Wyoming,ADULT,Community Residence,511,19,112,291162
2018-04-27T10:06:00.000,2016,1,Western NY,Wyoming,ADULT,Personalized Recovery Oriented Services,511,79,916,340425
2018-04-27T10:06:00.000,2016,1,Western NY,Wyoming,ADULT,Psychiatric Inpatient,511,67,590,436214
2018-04-27T10:06:00.000,2016,1,Western NY,Wyoming,ADULT,"Targeted Case Management (ICM, BCM, SCM)",511,3,4,1420
2018-04-27T10:06:00.000,2016,1,Western NY,Wyoming,CHILD,Clinic Treatment,149,133,909,91044
2018-04-27T10:06:00.000,2016,1,Western NY,Wyoming,CHILD,Community Residence,149,2,10,3890
2018-04-27T10:06:00.000,2016,1,Western NY,Wyoming,CHILD,"Targeted Case Management (ICM, BCM, SCM)",149,24,135,47875
2018-04-27T10:06:00.000,2016,1,Western NY,Yates,ADULT,Clinic Treatment,199,161,1016,85403
2018-04-27T10:06:00.000,2016,1,Western NY,Yates,ADULT,Health Home,199,10,56,19544
2018-04-27T10:06:00.000,2016,1,Western NY,Yates,ADULT,Psychiatric Inpatient,199,39,104,103797
2018-04-27T10:06:00.000,2016,1,Western NY,Yates,CHILD,Clinic Treatment,129,88,821,99811
2018-04-27T10:06:00.000,2016,1,Western NY,Yates,CHILD,Day Treatment,129,45,4887,1739616
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,Assertive Community Treatment,2597,66,541,776720
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,Clinic Treatment,2597,1619,11774,1502597
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,Community Residence,2597,77,535,1348731
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,Comprehensive Psychiatric Emergency Program,2597,478,927,339914
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,Health Home,2597,370,2033,835489
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,Personalized Recovery Oriented Services,2597,109,1166,489356
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,Psychiatric Inpatient,2597,464,4476,3284503
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,Psychiatric Inpatient OMH,2597,28,4262,5306679
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2597,4,19,11245
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,CHILD,Clinic Treatment,898,530,5108,892718
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,CHILD,Community Residence,898,34,245,756355
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,CHILD,Comprehensive Psychiatric Emergency Program,898,172,401,264917
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,CHILD,Day Treatment,898,40,4091,786898
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,CHILD,Home and Community Based Services Waiver (HCBS),898,64,835,856537
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,CHILD,Psychiatric Inpatient,898,2,48,35648
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,CHILD,Psychiatric Inpatient OMH,898,188,4470,6884073
2018-04-27T10:06:00.000,2016,2,Central NY,Broome,CHILD,"Targeted Case Management (ICM, BCM, SCM)",898,164,884,473578
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,ADULT,Clinic Treatment,1015,874,7337,836605
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,ADULT,Community Residence,1015,62,438,893333
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,ADULT,Health Home,1015,91,585,303831
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,ADULT,Personalized Recovery Oriented Services,1015,96,500,216072
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,ADULT,Psychiatric Inpatient,1015,123,1347,786993
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,CHILD,Clinic Treatment,408,293,3049,390956
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,CHILD,Community Residence,408,6,34,15302
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,CHILD,Day Treatment,408,37,4075,375199
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,CHILD,Health Home,408,1,3,1558
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,CHILD,Psychiatric Inpatient,408,1,4,0
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,CHILD,Residential Treatment Facility,408,74,14446,8171028
2018-04-27T10:06:00.000,2016,2,Central NY,Cayuga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",408,22,94,55554
2018-04-27T10:06:00.000,2016,2,Central NY,Chenango,ADULT,Clinic Treatment,418,412,3620,373273
2018-04-27T10:06:00.000,2016,2,Central NY,Chenango,ADULT,Community Residence,418,19,144,427761
2018-04-27T10:06:00.000,2016,2,Central NY,Chenango,ADULT,"Targeted Case Management (ICM, BCM, SCM)",418,3,11,5090
2018-04-27T10:06:00.000,2016,2,Central NY,Chenango,CHILD,Clinic Treatment,207,154,1142,147362
2018-04-27T10:06:00.000,2016,2,Central NY,Chenango,CHILD,Community Residence,207,2,5,15114
2018-04-27T10:06:00.000,2016,2,Central NY,Chenango,CHILD,Residential Treatment Facility,207,39,6483,3495589
2018-04-27T10:06:00.000,2016,2,Central NY,Chenango,CHILD,"Targeted Case Management (ICM, BCM, SCM)",207,27,175,74423
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,ADULT,Clinic Treatment,1232,971,6037,597977
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,ADULT,Community Residence,1232,55,373,843022
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,ADULT,Health Home,1232,101,668,290547
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,ADULT,Personalized Recovery Oriented Services,1232,199,2282,719118
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,ADULT,Psychiatric Inpatient,1232,111,1186,1009834
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1232,1,2,1183
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,CHILD,Clinic Treatment,778,741,9364,1021744
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,CHILD,Community Residence,778,10,40,44880
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,CHILD,Home and Community Based Services Waiver (HCBS),778,22,10528,503644
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,CHILD,Psychiatric Inpatient,778,33,282,264531
2018-04-27T10:06:00.000,2016,2,Central NY,Clinton,CHILD,"Targeted Case Management (ICM, BCM, SCM)",778,41,220,129229
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,ADULT,Clinic Treatment,812,663,5754,595679
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,ADULT,Community Residence,812,29,174,455626
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,ADULT,Continuing Day Treatment,812,30,1982,82781
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,ADULT,Health Home,812,83,386,180220
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,ADULT,Psychiatric Inpatient,812,91,412,429831
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,ADULT,"Targeted Case Management (ICM, BCM, SCM)",812,1,1,592
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,CHILD,Clinic Treatment,311,279,3059,295715
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,CHILD,Community Residence,311,2,11,23642
2018-04-27T10:06:00.000,2016,2,Central NY,Cortland,CHILD,"Targeted Case Management (ICM, BCM, SCM)",311,57,308,158810
2018-04-27T10:06:00.000,2016,2,Central NY,Delaware,ADULT,Clinic Treatment,429,411,2666,348328
2018-04-27T10:06:00.000,2016,2,Central NY,Delaware,ADULT,Community Residence,429,27,205,637538
